user_id,recommended_products
12360.0,"[(23024, 0.99541414), (23513, 0.99526817), (22973, 0.99615616), (20670, 0.9979413), (9012914, 0.9989911), (22545, 0.99864024), (8484911, 0.9987576), (22851, 0.9986356), (9006312, 0.99877447), (20828, 0.9989004)]"
12361.0,"[(22609, 0.9987004), (23406, 0.99861276), (23084, 0.9985097), (1616923, 0.9981273), (22323, 0.99998176), (22163, 0.9987882), (20707, 0.99849164), (8470616, 0.99702066), (22456, 0.99836785), (22292, 0.9966156)]"
12362.0,"[(9006014, 0.99910516), (8523011, 0.99749917), (9008111, 0.99943393), (23446, 0.9967218), (22179, 0.99757296), (21586, 0.9980743), (21107, 0.9980318), (37468, 0.99870455), (22990, 0.99852705), (22400, 0.998728)]"
12363.0,"[(47420, 0.99711835), (8523117, 0.9989467), (22266, 0.99877626), (22497, 0.9988487), (72598, 0.9988887), (20820, 0.9984328), (17096, 0.996729), (23272, 0.99855953), (8487614, 0.99755234), (22871, 0.99643755)]"
12364.0,"[(9001212, 0.9974891), (8495213, 0.9987362), (84665, 0.99664706), (22591, 0.9983193), (70006, 0.99852884), (23419, 0.9984316), (20827, 0.9998859), (21043, 0.9987286), (22188, 0.9969332), (84828, 0.99876475)]"
12365.0,"[(8501712, 0.99861836), (21669, 0.99837387), (22928, 0.9986935), (72131, 0.9987103), (85107, 0.99853516), (3591513, 0.99668664), (23402, 0.99847895), (8503613, 0.99823797), (21111, 0.9989619), (21285, 0.998774)]"
12367.0,"[(22191, 0.99833316), (22641, 0.99688715), (23116, 0.9954633), (22230, 0.99896836), (72783, 0.9978515), (22342, 0.99854857), (17096, 0.996729), (4734311, 0.998985), (22650, 0.998544), (22326, 0.9983627)]"
12370.0,"[(8518514, 0.9962047), (21164, 0.99851304), (22948, 0.9985815), (8473214, 0.9983638), (22218, 0.99685425), (21901, 0.99863213), (8516312, 0.9987827), (22315, 0.9977841), (22979, 0.99852234), (22337, 0.99609935)]"
12371.0,"[(20711, 0.9967989), (23252, 0.99843174), (21523, 0.998437), (23447, 0.99740535), (8502312, 0.9987608), (21386, 0.9987739), (9001111, 0.9992137), (22914, 0.9987068), (22950, 0.9979596), (23215, 0.99724174)]"
12372.0,"[(8512912, 0.9973705), (22494, 0.99876106), (8513014, 0.9967141), (22688, 0.9982158), (23420, 0.9958781), (8462513, 0.99885714), (37342, 0.9987936), (9016512, 0.9975546), (23201, 0.998173), (23541, 0.9981718)]"
12373.0,"[(22211, 0.9987374), (20906, 0.99990046), (8467312, 0.99828726), (84388, 0.99742967), (21000, 0.9991278), (9012812, 0.9994998), (3563811, 0.99772567), (21615, 0.99887186), (22613, 0.9973513), (23285, 0.998276)]"
12374.0,"[(20901, 0.99711835), (84773, 0.99871457), (1712916, 0.9985911), (21895, 0.9976646), (23147, 0.9985846), (21503, 0.99530655), (21194, 0.9988563), (21874, 0.9986003), (85064, 0.99772686), (23526, 0.9983235)]"
12375.0,"[(90031, 0.99924004), (8476029, 0.9976642), (72133, 0.9978777), (90084, 0.99701935), (22987, 0.99839044), (3559130, 0.9977952), (22947, 0.99840504), (35953, 0.9985001), (90166, 0.9960842), (82582, 0.9986658)]"
12377.0,"[(23203, 0.9981659), (90136, 0.9995567), (22683, 0.99767286), (4755612, 0.99767846), (21018, 0.99713755), (21584, 0.9986339), (23275, 0.9986582), (20717, 0.9984749), (22541, 0.9991148), (82580, 0.9987275)]"
12379.0,"[(22190, 0.99835336), (21904, 0.99805874), (21677, 0.99884003), (3580911, 0.998563), (84227, 0.9999989), (22670, 0.99848574), (20903, 0.9949043), (35921, 0.998027), (84905, 0.99797505), (23309, 0.99720854)]"
12380.0,"[(22812, 0.99709606), (23394, 0.99783057), (21401, 0.99866045), (22094, 0.9987772), (22423, 0.9984289), (20699, 0.99684167), (85038, 0.9984427), (21811, 0.9986254), (23184, 0.9985273), (9018012, 0.9994925)]"
12381.0,"[(22876, 0.9964579), (22192, 0.9983322), (22925, 0.9985), (8480112, 0.99798465), (9000312, 0.9981989), (23203, 0.9981659), (21557, 0.99866676), (22747, 0.9985454), (23045, 0.99756277), (8487614, 0.99755234)]"
12383.0,"[(84620, 0.9981086), (82578, 0.99786466), (22548, 0.99847966), (4756612, 0.9984925), (23326, 0.9985447), (8475012, 0.9980738), (9013011, 0.9992137), (21107, 0.9980318), (23273, 0.998295), (21462, 0.9987197)]"
12384.0,"[(20674, 0.9986695), (22872, 0.9966503), (85116, 0.99896693), (22954, 0.9982822), (47471, 0.9987651), (23370, 0.9949884), (22713, 0.9972536), (21719, 0.9982785), (8450917, 0.99881977), (22743, 0.9986737)]"
12386.0,"[(23558, 0.9959628), (22880, 0.99716526), (22900, 0.9972203), (8501912, 0.99851245), (21457, 0.99594694), (22492, 0.9983852), (22949, 0.99678147), (8503211, 0.99566996), (8485813, 0.9971451), (22372, 0.9989374)]"
12388.0,"[(20731, 0.996012), (22287, 0.9987937), (23135, 0.99565), (22286, 0.998701), (9000113, 0.9990854), (22508, 0.9984968), (84452, 0.9991442), (90156, 0.9985667), (5101411, 0.99888355), (21369, 0.99738604)]"
12390.0,"[(22547, 0.99792445), (21564, 0.9983292), (8445912, 0.9976185), (23166, 0.998367), (84987, 0.9984022), (1809711, 0.99822384), (8512412, 0.9973326), (23029, 0.99849606), (23495, 0.9988611), (21228, 0.99838793)]"
12391.0,"[(22377, 0.99706215), (21947, 0.99734926), (21619, 0.99892575), (21191, 0.997603), (7919114, 0.9962095), (9018512, 0.9992368), (4600031, 0.99886537), (82486, 0.9985989), (16048, 0.9988427), (20894, 0.9986927)]"
12393.0,"[(23438, 0.9964127), (22647, 0.99893004), (22078, 0.99849916), (22854, 0.9969348), (22488, 0.99857175), (1701411, 0.9979255), (22839, 0.99850804), (21430, 0.99857676), (8453511, 0.9984535), (23496, 0.99864656)]"
12394.0,"[(23014, 0.9958834), (3581012, 0.9990645), (20616, 0.9987515), (20931, 0.99828255), (23429, 0.9985825), (20654, 0.9994698), (84462, 0.99873215), (21051, 0.99794275), (8496312, 0.9986564), (21175, 0.99855334)]"
12395.0,"[(8424911, 0.99649054), (90136, 0.9995567), (21984, 0.9984542), (23461, 0.9984541), (4000512, 0.99786085), (23123, 0.9986009), (1620712, 0.9980726), (21205, 0.99705505), (9012914, 0.9989911), (3590911, 0.99591064)]"
12397.0,"[(22480, 0.9981229), (21822, 0.99882585), (20752, 0.99884194), (82583, 0.9986437), (8501814, 0.9982278), (7236911, 0.9992899), (84947, 0.99863917), (9000214, 0.99889404), (8470711, 0.99693334), (22830, 0.99718374)]"
12398.0,"[(23265, 0.9984871), (44228, 0.99813974), (21917, 0.9973078), (1602013, 0.9977429), (22548, 0.99847966), (8261613, 0.99854904), (8485913, 0.99742496), (23422, 0.9984775), (22362, 0.9988096), (20695, 0.9973744)]"
12399.0,"[(21850, 0.9983999), (90114, 0.99795085), (21408, 0.99891925), (22265, 0.99653685), (21742, 0.99886453), (3591011, 0.99711263), (22060, 0.99799144), (22304, 0.99876237), (22216, 0.9977701), (23494, 0.9984125)]"
12401.0,"[(9002416, 0.9996846), (85225, 0.99726886), (21445, 0.9972485), (23124, 0.99613297), (72818, 0.9988166), (84077, 0.9983407), (23339, 0.9987514), (22911, 0.9959264), (16043, 0.9982369), (22639, 0.9973822)]"
12402.0,"[(7149511, 0.99843246), (7710111, 0.99734324), (22084, 0.995977), (8485813, 0.9971451), (22563, 0.9987023), (9012512, 0.99809486), (8420611, 0.998767), (4759411, 0.9981627), (23342, 0.9984371), (9021011, 0.9982651)]"
12403.0,"[(8517013, 0.99811316), (4677614, 0.9989706), (23196, 0.9985292), (23541, 0.9981718), (23324, 0.99699116), (22752, 0.9986633), (23474, 0.99617434), (23136, 0.99874735), (23014, 0.9958834), (9021419, 0.9975424)]"
12405.0,"[(90158, 0.999054), (22158, 0.9986399), (21678, 0.9983645), (23414, 0.99842477), (23128, 0.9986438), (21495, 0.99699736), (8261314, 0.9982066), (21629, 0.9981993), (22886, 0.99877685), (9018011, 0.9988366)]"
12406.0,"[(82599, 0.99803084), (8480511, 0.9976271), (23026, 0.9985637), (21528, 0.9988135), (22486, 0.9972941), (21349, 0.99610776), (90173, 0.9974831), (9018513, 0.9986578), (22129, 0.9988047), (4701311, 0.9977245)]"
12407.0,"[(71279, 0.99892443), (23152, 0.9983809), (21366, 0.9985386), (22592, 0.99839395), (22647, 0.99893004), (85093, 0.99867177), (84744, 0.99691063), (23471, 0.99654585), (22861, 0.9963342), (22894, 0.9985196)]"
12408.0,"[(84539, 0.99932504), (21311, 0.9975446), (21187, 0.9978416), (21003, 0.99801195), (22641, 0.99688715), (7916111, 0.99846184), (84685, 0.99887115), (21967, 0.99866104), (21216, 0.9984363), (22147, 0.9984944)]"
12409.0,"[(22555, 0.99842286), (21467, 0.99876523), (22968, 0.9986064), (22890, 0.99872583), (10080, 0.9966192), (21803, 0.99794537), (22821, 0.9986091), (7919114, 0.9962095), (23337, 0.99872607), (21389, 0.9986835)]"
12410.0,"[(20796, 0.9971609), (85146, 0.9976411), (21465, 0.9985858), (5101413, 0.9989184), (22899, 0.99828583), (1620211, 0.9980311), (23426, 0.99853945), (22515, 0.9986778), (37509, 0.9975448), (23202, 0.99825996)]"
12412.0,"[(22371, 0.99888283), (8487714, 0.9989008), (21609, 0.9988667), (8470711, 0.99693334), (9018511, 0.9989567), (90049, 0.99558675), (90079, 0.999424), (22711, 0.99683064), (7280015, 0.9989215), (22452, 0.9989513)]"
12413.0,"[(9021413, 0.99846894), (8470513, 0.9996132), (23552, 0.99845576), (22933, 0.9982622), (8249422, 0.9986099), (21892, 0.99844426), (22699, 0.9983341), (85145, 0.9972536), (8487514, 0.9962961), (23214, 0.9984573)]"
12414.0,"[(9021213, 0.9981237), (21636, 0.99887353), (8513211, 0.9978802), (9006711, 0.99886), (22106, 0.9973725), (79067, 0.9984213), (23155, 0.99858475), (44236, 0.99686414), (1615111, 0.99692863), (20619, 0.9993019)]"
12415.0,"[(23352, 0.9963242), (9006312, 0.99877447), (22118, 0.9979448), (22198, 0.9984478), (85127, 0.9981487), (21664, 0.9982613), (22375, 0.9989121), (20694, 0.99794143), (23238, 0.99722445), (22106, 0.9973725)]"
12417.0,"[(21876, 0.9985299), (20981, 0.9984869), (90062, 0.99852234), (9006312, 0.99877447), (23292, 0.9982957), (23275, 0.9986582), (22614, 0.9983871), (21888, 0.99851185), (23073, 0.99849343), (4735112, 0.9975095)]"
12418.0,"[(90055, 0.9992918), (10125, 0.99633175), (3563711, 0.99725986), (22558, 0.99837744), (21288, 0.99790144), (23069, 0.9987889), (22938, 0.9983541), (35924, 0.9988642), (90167, 0.9983878), (21467, 0.99876523)]"
12420.0,"[(23208, 0.99820936), (8466012, 0.99691296), (22340, 0.9987972), (8466011, 0.998252), (21171, 0.99794143), (84617, 0.99933726), (8453612, 0.9983746), (22835, 0.9984687), (7905111, 0.9989642), (21812, 0.99727255)]"
12421.0,"[(22502, 0.9965701), (78033, 0.997976), (22261, 0.9986216), (8487614, 0.99755234), (22523, 0.9986582), (22630, 0.998288), (23500, 0.99885476), (22331, 0.99852693), (22702, 0.9983896), (21226, 0.99602795)]"
12422.0,"[(8511411, 0.9983032), (84789, 0.9987062), (22748, 0.99853635), (85211, 0.99883145), (20696, 0.99916744), (7202431, 0.998235), (22121, 0.9985953), (22916, 0.99850166), (20659, 0.9989434), (90158, 0.999054)]"
12423.0,"[(23210, 0.99858606), (9021432, 0.99797684), (21650, 0.9989716), (22178, 0.9985324), (21027, 0.9986883), (8470711, 0.99693334), (23237, 0.9983693), (1620711, 0.99865794), (21280, 0.9961261), (23437, 0.996068)]"
12424.0,"[(23453, 0.9984522), (9020513, 0.99818605), (6209611, 0.9971649), (21943, 0.99739754), (22745, 0.9985055), (23169, 0.9985019), (22437, 0.9986859), (20768, 0.9984346), (21811, 0.9986254), (21579, 0.9988751)]"
12425.0,"[(22026, 0.99845076), (84687, 0.99719846), (20969, 0.9986104), (21416, 0.99893755), (23554, 0.9970017), (23034, 0.9973158), (9016014, 0.9992036), (21063, 0.99865806), (23066, 0.99840194), (9019012, 0.99982506)]"
12426.0,"[(22605, 0.99840945), (21191, 0.997603), (22815, 0.998451), (21164, 0.99851304), (20657, 0.9988175), (23130, 0.99841857), (9017811, 0.9989888), (23529, 0.9946062), (23125, 0.9956585), (22216, 0.9977701)]"
12427.0,"[(7280713, 0.9988967), (7235112, 0.9982634), (21897, 0.9971424), (23210, 0.99858606), (22113, 0.99857557), (21001, 0.9977932), (20819, 0.9984446), (21775, 0.9974074), (8451912, 0.9981384), (1616923, 0.9981273)]"
12428.0,"[(23184, 0.9985273), (20703, 0.99894255), (23423, 0.9984156), (8492711, 0.9975768), (20761, 0.9990343), (9021411, 0.99803144), (23214, 0.9984573), (22421, 0.9978326), (21064, 0.9989483), (8523015, 0.9964599)]"
12429.0,"[(22062, 0.9972516), (71477, 0.99848866), (85152, 0.99863064), (23482, 0.99808216), (22601, 0.99842274), (21447, 0.9978157), (20854, 0.9977435), (23394, 0.99783057), (23113, 0.9978211), (21841, 0.9973763)]"
12430.0,"[(8506133, 0.9963446), (22804, 0.99861217), (9019812, 0.9988324), (3563711, 0.99725986), (21164, 0.99851304), (22104, 0.9986889), (23035, 0.9985555), (22629, 0.99831176), (22886, 0.99877685), (20767, 0.9989267)]"
12431.0,"[(84929, 0.99884295), (8516913, 0.99758303), (1505626, 0.99864525), (21588, 0.99869376), (7915712, 0.9982809), (21586, 0.9980743), (21879, 0.99631315), (22501, 0.9984365), (46118, 0.9983865), (21272, 0.99828964)]"
12432.0,"[(22520, 0.99862266), (84688, 0.99898845), (21187, 0.9978416), (21189, 0.9988819), (84950, 0.9987606), (1701116, 0.9961105), (20716, 0.997758), (23334, 0.99729735), (22443, 0.9987431), (20659, 0.9989434)]"
12433.0,"[(21896, 0.99869907), (1719111, 0.9987123), (47480, 0.998784), (23427, 0.99850464), (22974, 0.99845254), (20818, 0.99455726), (22638, 0.9987675), (85092, 0.99875855), (22513, 0.99691796), (22128, 0.9988489)]"
12434.0,"[(9021014, 0.99808204), (21090, 0.99869066), (84522, 0.99711454), (21051, 0.99794275), (21137, 0.9976451), (3559813, 0.99707484), (23521, 0.9947314), (35964, 0.99877316), (22800, 0.99853146), (84617, 0.99933726)]"
12435.0,"[(22098, 0.99774134), (71038, 0.99697375), (21715, 0.99851316), (23528, 0.9950541), (22272, 0.99754626), (22229, 0.9987784), (75178, 0.9986099), (21311, 0.9975446), (22908, 0.9984919), (8491211, 0.9991105)]"
12436.0,"[(20931, 0.99828255), (8511411, 0.9983032), (35265, 0.99739385), (84388, 0.99742967), (8509912, 0.9983103), (7280213, 0.99901164), (8501814, 0.9982278), (4409213, 0.9972078), (21743, 0.9989944), (8492714, 0.9967998)]"
12437.0,"[(3591312, 0.9985783), (23265, 0.9984871), (23551, 0.99830616), (1615629, 0.99838746), (22489, 0.9984829), (21462, 0.9987197), (35653, 0.99837095), (23226, 0.9985222), (22487, 0.99861133), (79329, 0.9985991)]"
12438.0,"[(4759012, 0.99847287), (22288, 0.99880266), (8485911, 0.9984706), (23566, 0.9954862), (22967, 0.9983713), (8492611, 0.99898046), (8261613, 0.99854904), (23280, 0.9986993), (22378, 0.99754035), (3590911, 0.99591064)]"
12441.0,"[(22873, 0.9966196), (22168, 0.99866545), (8445911, 0.99786854), (22219, 0.9986682), (22748, 0.99853635), (8455911, 0.99900997), (21269, 0.9982817), (23198, 0.99825484), (9003813, 0.99678826), (23146, 0.9986571)]"
12442.0,"[(20981, 0.9984869), (21210, 0.99820614), (23440, 0.99759954), (22359, 0.99757975), (4759912, 0.99874926), (23380, 0.99821293), (9018413, 0.99919015), (21917, 0.9973078), (22680, 0.99733573), (22546, 0.99894196)]"
12444.0,"[(84675, 0.9965712), (23355, 0.9984068), (22393, 0.9985221), (22050, 0.9961765), (21027, 0.9986883), (22384, 0.99819463), (71510, 0.99843174), (15039, 0.9981729), (22116, 0.9978586), (21633, 0.9972893)]"
12445.0,"[(21724, 0.9980914), (23311, 0.9981862), (23161, 0.9983956), (84818, 0.99869305), (90138, 0.9996234), (21735, 0.9987382), (21459, 0.9990941), (1701214, 0.999049), (84228, 0.9982114), (71038, 0.99697375)]"
12446.0,"[(72815, 0.99805695), (22025, 0.9984812), (20794, 0.9965597), (23008, 0.9984068), (8502822, 0.9982145), (7914912, 0.9986601), (84946, 0.9984475), (22846, 0.99834585), (7914412, 0.9967944), (23562, 0.99694663)]"
12447.0,"[(8195212, 0.9976961), (7280013, 0.999067), (23468, 0.9956554), (4757412, 0.997934), (23517, 0.9982987), (84580, 0.998804), (8403112, 0.99591064), (21486, 0.9990872), (82599, 0.99803084), (35921, 0.998027)]"
12448.0,"[(20933, 0.9974293), (9017615, 0.9986143), (21154, 0.99865735), (84840, 0.99651474), (22635, 0.9985045), (3561012, 0.9984351), (23265, 0.9984871), (90049, 0.99558675), (22572, 0.99846953), (21534, 0.9986058)]"
12449.0,"[(23188, 0.9986167), (4756712, 0.9987079), (23138, 0.9984654), (21784, 0.9988201), (70007, 0.997818), (22231, 0.9988939), (8497129, 0.99764687), (23535, 0.99536514), (8513113, 0.99730706), (22514, 0.9986419)]"
12450.0,"[(21896, 0.99869907), (8513511, 0.9978027), (1505811, 0.99818367), (8470912, 0.9987814), (22990, 0.99852705), (22978, 0.9982742), (8470711, 0.99693334), (22682, 0.9973641), (23333, 0.9985232), (20878, 0.99736017)]"
12451.0,"[(21445, 0.9972485), (22692, 0.9983339), (21464, 0.99791783), (84880, 0.998406), (23319, 0.9982614), (22598, 0.9966107), (8459620, 0.9986083), (22803, 0.99879754), (22954, 0.9982822), (22934, 0.9984622)]"
12452.0,"[(3563811, 0.99772567), (22565, 0.9979594), (8441512, 0.9991115), (23185, 0.99628985), (22734, 0.9981438), (23523, 0.99472445), (8519429, 0.99880075), (84880, 0.998406), (23181, 0.9956429), (22427, 0.9984623)]"
12453.0,"[(22962, 0.99833965), (90070, 0.9979138), (22596, 0.99847525), (1620612, 0.99985886), (8496815, 0.99899703), (22852, 0.99840814), (22251, 0.9977717), (22845, 0.9984432), (22045, 0.9984212), (3561011, 0.9984894)]"
12454.0,"[(21623, 0.997738), (23050, 0.99846196), (21326, 0.99705935), (84792, 0.9986355), (23565, 0.9950405), (22212, 0.99773586), (21200, 0.9966396), (85214, 0.99837106), (22913, 0.9973943), (84228, 0.9982114)]"
12455.0,"[(22939, 0.9985953), (9003511, 0.99949086), (9012911, 0.99908984), (79160, 0.9980903), (90101, 0.99971), (22081, 0.9985727), (22666, 0.99827695), (22931, 0.99850625), (21467, 0.99876523), (8516913, 0.99758303)]"
12456.0,"[(22964, 0.99839693), (21040, 0.9975877), (21725, 0.9980216), (21926, 0.9981547), (22848, 0.9984061), (8502412, 0.9991043), (22311, 0.9988403), (21849, 0.9990459), (22735, 0.998351), (22816, 0.9986835)]"
12457.0,"[(22346, 0.9974146), (23285, 0.998276), (35954, 0.99834716), (23339, 0.9987514), (21944, 0.99839044), (22105, 0.9966126), (84949, 0.9985373), (22255, 0.9978605), (23343, 0.9981566), (20777, 0.99818987)]"
12458.0,"[(85189, 0.99792093), (22728, 0.99831855), (22267, 0.9989145), (9015213, 0.9997733), (8487614, 0.99755234), (22748, 0.99853635), (9005811, 0.99818015), (20782, 0.9973941), (23156, 0.9988047), (23354, 0.99820566)]"
12461.0,"[(22115, 0.9973116), (35972, 0.9971806), (21212, 0.9982387), (22219, 0.9986682), (9012014, 0.99868304), (22862, 0.9976776), (9006511, 0.99965763), (23316, 0.99832433), (21211, 0.9972268), (21166, 0.9985801)]"
12462.0,"[(8479513, 0.99880517), (84755, 0.99842215), (20763, 0.99695706), (23336, 0.9987319), (21592, 0.99875903), (23144, 0.9983612), (84725, 0.9969047), (9021414, 0.9983783), (23322, 0.99850947), (35971, 0.9980737)]"
12463.0,"[(23070, 0.9986841), (21781, 0.9987594), (3744411, 0.99788374), (23083, 0.9985195), (22432, 0.9985366), (84840, 0.99651474), (22464, 0.99850273), (72821, 0.9965333), (4600029, 0.9976254), (21159, 0.99833196)]"
12464.0,"[(4600026, 0.99702185), (4004611, 0.9968515), (21202, 0.99723804), (3748912, 0.99884856), (21470, 0.9987141), (22715, 0.99845636), (21121, 0.9984921), (22979, 0.99852234), (1708420, 0.9980987), (22171, 0.9985727)]"
12465.0,"[(1504413, 0.9979658), (16259, 0.99892586), (10002, 0.9987949), (85067, 0.9977883), (23071, 0.99889046), (21417, 0.99869484), (22856, 0.99852496), (22783, 0.99700874), (15036, 0.99865687), (7914912, 0.9986601)]"
12468.0,"[(21830, 0.9976191), (23207, 0.9981889), (71403, 0.9989127), (21086, 0.99858356), (9017911, 0.999393), (9017513, 0.9978528), (7915712, 0.9982809), (22810, 0.9987632), (8474511, 0.9972869), (21394, 0.9986859)]"
12471.0,"[(9000114, 0.99906605), (7919012, 0.9983897), (22976, 0.9986528), (21458, 0.9979533), (22862, 0.9976776), (84306, 0.99887854), (22050, 0.9961765), (21889, 0.99830073), (4759312, 0.99878114), (84915, 0.9969336)]"
12472.0,"[(4611512, 0.99905413), (9001612, 0.99959785), (22064, 0.9977737), (4759311, 0.9973538), (21363, 0.99875796), (82095, 0.9981591), (7280311, 0.9985903), (22767, 0.9985537), (23340, 0.997872), (23082, 0.99855405)]"
12473.0,"[(20898, 0.99854326), (21528, 0.9988135), (21389, 0.9986835), (21547, 0.99727696), (79403, 0.99920684), (84746, 0.9984181), (8455911, 0.99900997), (21743, 0.9989944), (21629, 0.9981993), (84527, 0.9974125)]"
12474.0,"[(21784, 0.9988201), (9017812, 0.9992804), (21755, 0.99842215), (9020513, 0.99818605), (20677, 0.998594), (21463, 0.9976683), (9001112, 0.9990594), (8501412, 0.9984479), (21556, 0.99869764), (8516712, 0.998679)]"
12475.0,"[(82551, 0.9973037), (85202, 0.99825853), (21793, 0.99784195), (23031, 0.99841106), (21559, 0.9984034), (22795, 0.9984669), (20836, 0.99836046), (20941, 0.9977907), (22184, 0.99490887), (20847, 0.9968587)]"
12476.0,"[(9021412, 0.99797684), (21429, 0.9986325), (21209, 0.99878913), (23582, 0.99808973), (8498411, 0.99764735), (4750311, 0.9987062), (8503413, 0.99892634), (23178, 0.9986701), (22749, 0.99838495), (9017513, 0.9978528)]"
12477.0,"[(21034, 0.9975364), (8519422, 0.9968432), (7235112, 0.9982634), (7906214, 0.9983834), (4677616, 0.9988423), (22825, 0.9980709), (3749114, 0.99932504), (23479, 0.9984091), (22286, 0.998701), (21386, 0.9987739)]"
12478.0,"[(21242, 0.99856746), (22142, 0.9984553), (23016, 0.9980323), (21314, 0.9984397), (21695, 0.9988153), (21319, 0.99544096), (84823, 0.9969223), (21263, 0.99877936), (21163, 0.99892503), (8479612, 0.99628264)]"
12479.0,"[(23441, 0.9973431), (22414, 0.9980927), (9001412, 0.9988562), (22918, 0.99852186), (21775, 0.9974074), (84679, 0.9983614), (21927, 0.9981635), (21898, 0.9976502), (84665, 0.99664706), (21629, 0.9981993)]"
12480.0,"[(8518613, 0.998845), (22991, 0.99846387), (22400, 0.998728), (9020611, 0.99937576), (22786, 0.9981604), (22613, 0.9973513), (22985, 0.99847144), (23447, 0.99740535), (22028, 0.9984407), (23118, 0.9983735)]"
12481.0,"[(23464, 0.99597037), (84946, 0.9984475), (21425, 0.9977283), (23695, 0.9972205), (21895, 0.9976646), (8520512, 0.99850804), (23223, 0.99747974), (21464, 0.99791783), (9018513, 0.9986578), (20845, 0.9966689)]"
12483.0,"[(22084, 0.995977), (22926, 0.9970107), (23350, 0.99829024), (22327, 0.99855953), (9003912, 0.99890566), (21394, 0.9986859), (9016213, 0.9990017), (20857, 0.99698776), (84754, 0.99814296), (22563, 0.9987023)]"
12484.0,"[(21115, 0.9986958), (8516914, 0.9972783), (21787, 0.9967242), (23033, 0.99853337), (8424717, 0.9986602), (22024, 0.9986406), (8503912, 0.99765044), (21706, 0.99879444), (84358, 0.9958507), (9005916, 0.9990907)]"
12488.0,"[(23334, 0.99729735), (22666, 0.99827695), (8195312, 0.99689025), (21689, 0.9962513), (23010, 0.9983882), (84824, 0.9963721), (4677615, 0.9964553), (22722, 0.9983419), (23296, 0.99816316), (9016114, 0.9986314)]"
12489.0,"[(20981, 0.9984869), (8474512, 0.9972869), (22624, 0.99836296), (44228, 0.99813974), (7202431, 0.998235), (9021421, 0.9979165), (21167, 0.99848855), (21547, 0.99727696), (22660, 0.9975974), (21212, 0.9982387)]"
12490.0,"[(22251, 0.9977717), (9016213, 0.9990017), (8474113, 0.99678576), (20659, 0.9989434), (85087, 0.99587506), (23460, 0.9982803), (4677614, 0.9989706), (23402, 0.99847895), (16254, 0.99666744), (10135, 0.9987344)]"
12491.0,"[(21897, 0.9971424), (90089, 0.99866235), (8459615, 0.99834347), (23581, 0.9982323), (22167, 0.9988236), (22315, 0.9977841), (21722, 0.99803454), (3560712, 0.99708897), (1624812, 0.9972084), (20970, 0.9985752)]"
